MORIARTY," Irish surname transferred to forename use, from an Anglicized form of Gaelic Ó Muircheartaigh ""descendant of Muircheartach,"" hence ""skilled seaman.""",male,english,MORIARTY@gmail.com
MORLEY," English surname transferred to forename use, from the name of numerous places composed of the Old English elements mor ""marsh, moor,"" and leah ""meadow, pasture,"" hence ""marsh meadow.""",male,english,MORLEY@gmail.com
MORRIS," Medieval English form of Roman Latin Maurice, meaning ""dark-skinned; Moor.""",male,english,MORRIS@gmail.com
MORRISSEY," Irish surname transferred to forename use, from an Anglicized form of Gaelic Ó Muirgheasa ""descendant of Muirgheas,"" hence ""sea-taboo."" ",male,english,MORRISSEY@gmail.com
MORT," Short form of English Morton ""settlement on the moor,"" and Mortimer ""dead sea.""",male,english,MORT@gmail.com
MORTIMER ,"Anglicized form of Irish Gaelic Muiriartach, meaning ""mariner, seaman."" or Anglicized form of Irish Gaelic Muiriartach, meaning ""mariner, seaman.""",male,english,MORTIMER @gmail.com
MORTON," English surname transferred to forename use, from the name of various places derived from Old English mortun, meaning ""settlement on the moor."" ",male,english,MORTON@gmail.com
MORTY," Pet form of English Morton ""settlement on the moor,"" and Mortimer ""dead sea.""",male,english,MORTY@gmail.com
MOSE," Short form of English Moses, meaning ""drawn out.""",male,english,MOSE@gmail.com
MOSÈ," Italian form of English Moses, meaning ""drawn out.""",male,english,MOSÈ@gmail.com
MOSES," Anglicized form of Hebrew Moshe and Greek Mouses, meaning ""drawn out."" In the bible, this is the name of the leader who brought the Israelites out of bondage and led them to the promised land. ",male,english,MOSES@gmail.com
MOSS," English surname transferred to forename use, derived from medieval Jewish Moss (2), meaning ""drawn out."" Compare with another form of Moss.",male,english,MOSS@gmail.com
MURDANIE," Pet form of English Murdoch, meaning ""sea warrior.""",male,english,MURDANIE@gmail.com
MURDIE," Pet form of English Murdoch, meaning ""sea warrior.""",male,english,MURDIE@gmail.com
MURDO," Pet form of English Murdoch, meaning ""sea warrior.""",male,english,MURDO@gmail.com
MURDOCH," Anglicized form of Scottish Gaelic Muireadhach, meaning ""sea warrior.""",male,english,MURDOCH@gmail.com
MURDOCK," Scottish surname transferred to forename use, from an Anglicized form of Gaelic Muireadhach, meaning ""sea warrior.""",male,english,MURDOCK@gmail.com
MURDY," Pet form of English Murdoch, meaning ""sea warrior.""",male,english,MURDY@gmail.com
MURGATROYD," English surname transferred to forename use, derived from a place name meaning ""the clearing belonging to Margaret.""",male,english,MURGATROYD@gmail.com
MURPHY," Irish surname transferred to forename use, from an Anglicized form of Gaelic Ó Murchadha ""descendant of Murchadh,"" hence ""sea-warrior.""",male,english,MURPHY@gmail.com
MURRAY," Scottish surname transferred to forename use, from an Anglicized form of Scottish Gaelic Muireach, meaning ""sea warrior.""",male,english,MURRAY@gmail.com
MURTAGH," Anglicized form of Gaelic Ó Muircheartaigh ""descendant of Muircheartach,"" hence ""skilled seaman."" Compare with another form of Murtagh.",male,english,MURTAGH@gmail.com
MURTY," Pet form of English Murdock, meaning ""sea warrior.""",male,english,MURTY@gmail.com
MYLES," Variant spelling of English Miles, meaning ""son of Mile.""",male,english,MYLES@gmail.com
MYRON (Μύρων)," Greek name adopted by early English Christians because of its association with the gift of myrrh given to Jesus by the Magi, derived from the Greek word myron, meaning ""myrrh.""",male,english,MYRON (Μύρων)@gmail.com
NAFTALI," Anglicized form of Hebrew Naphtaliy, meaning ""my strife"" or ""wrestling."" ",male,english,NAFTALI@gmail.com
NAHOR," Anglicized form of Greek Nachor (Hebrew Nachowr), meaning ""snoring"" or ""snorting."" In the bible, this is the name of the son of Terah and brother of Abraham. Compare with another form of Nahor.",male,english,NAHOR@gmail.com
NAHUM," Anglicized form of Hebrew Nachuwm, meaning ""comfort."" In the bible, this is the name of a minor prophet who foretold the fall of Nineveh.",male,english,NAHUM@gmail.com
NANDY," Pet form of English Ferdinand, meaning ""ardent for peace.""",male,english,NANDY@gmail.com
NAPHTALI," Anglicized form of Hebrew Naphtaliy, meaning ""my strife"" or ""wrestling."" In the bible, this is the name of a son of Jacob and Bilhah.",male,english,NAPHTALI@gmail.com
NASH," English topographic surname transferred to forename use, derived from Middle English atten ash (""at the ash""), hence ""lives by an ash tree.""",male,english,NASH@gmail.com
NAT," Short form of English Nathan ""a giver"" or ""given of God"" and Nathaniel ""given of God."" Compare with another form of Nat.",male,english,NAT@gmail.com
NATHAN," Anglicized form of Greek Natham, meaning ""a giver"" or ""given of God."" In the bible, this is the name of a son of David. Compare with another form of Nathan.",male,english,NATHAN@gmail.com
NATHANIEL," English form of Greek Nathanael, meaning ""given of God"" or ""whom God gave."" In the New Testament bible, this is the name of an apostle, probably the same person as Bartholomew.",male,english,NATHANIEL@gmail.com
NEAL," Variant spelling of English Neil, meaning ""champion.""",male,english,NEAL@gmail.com
NEAS," Anglicized form of Irish Gaelic Eighneachan, possibly meaning ""man of force.""",male,english,NEAS@gmail.com
NEBUCHADNEZZAR," Anglicized form of Hebrew Nebuwkadnetstsar, meaning ""Nebo, defend my crown"" or ""Nebo, defend my firstborn son."" In the bible, this is the name of a ruler of Babylon who conquered Judah and Jerusalem and destroyed temples.",male,english,NEBUCHADNEZZAR@gmail.com
NEBUCHADREZZAR," Anglicized form of Hebrew Nebuwkadnetstsar, meaning ""Nebo, defend my crown"" or ""Nebo, defend my firstborn son."" In the bible, this is the name of a ruler of Babylon who conquered Judah and Jerusalem and destroyed temples.",male,english,NEBUCHADREZZAR@gmail.com
NEDABIAH," Anglicized form of Hebrew Nedabyah, meaning ""whom Jehovah impels."" In the bible, this is the name of one of the sons of king Jehoiachin of Judah.",male,english,NEDABIAH@gmail.com
NED," Pet form of English Edward, meaning ""guardian of prosperity.""",male,english,NED@gmail.com
NEELY," Pet form of English Neal, meaning ""champion.""",male,english,NEELY@gmail.com
NEHEMIAH," Anglicized form of Hebrew Nechemyah, meaning ""Jehovah comforts"" or ""whom Jehovah comforts."" In the bible, this is the name of several characters, including a governor of Judah under the Persian king Artachshatra.",male,english,NEHEMIAH@gmail.com
NEIL," Anglicized form of Irish Gaelic Niall, arrived at this form via Norman French Nel, meaning ""champion."" ",male,english,NEIL@gmail.com
NEILL," Variant spelling of English Neil, meaning ""champion.""",male,english,NEILL@gmail.com
NEKODA," Anglicized form of Hebrew Neqowda, meaning ""distinguished."" In the bible, this is the name of the head of a family of Babylonian exiles.",male,english,NEKODA@gmail.com
NELSON," English patronymic surname transferred to forename use, meaning ""son of Neil.""",male,english,NELSON@gmail.com
NEO," Modern English name derived from the Greek word neos, meaning ""new."" Compare with another form of Neo.",male,english,NEO@gmail.com
NETHANEEL," Anglicized form of Hebrew Nethanel, meaning ""given of God"" or ""whom God gave."" In the Old Testament bible, this is the name of many characters, including the fourth son of Jesse.",male,english,NETHANEEL@gmail.com
NETHANIAH," Anglicized form of Hebrew Nethanyah, meaning ""given of Jehovah"" or ""whom Jehovah gave."" In the bible, this is the name of several characters, including the father of the murderer of Gedaliah.",male,english,NETHANIAH@gmail.com
NEVADA," English unisex name derived from the U.S. state name, meaning ""snow-capped.""",male,english,NEVADA@gmail.com
NEVAN," Variant spelling of English Nevin, meaning either ""little bone"" or ""little saint.""",male,english,NEVAN@gmail.com
NEVIL," Variant spelling of English Neville, meaning ""new town.""",male,english,NEVIL@gmail.com
NEVILLE," English surname transferred to forename use, derived from a Norman baronial name meaning ""new town.""",male,english,NEVILLE@gmail.com
NEVIN," Irish surname transferred to forename use, from an Anglicized form of either Gaelic Cnámhín, a nickname for a skinny man meaning ""little bone,"" or from Gaelic Naomhán, meaning ""little saint.""",male,english,NEVIN@gmail.com
NEWT," Short form of English Newton, meaning ""new settlement.""",male,english,NEWT@gmail.com
NEWTON," English surname transferred to forename use, derived from the name of various places composed of the Old English elements neowe ""new"" and tun ""enclosure, settlement,"" hence ""new settlement.""",male,english,NEWTON@gmail.com
NIC," English short form of Latin Dominic ""belongs to the lord"" and English Nicholas ""victor of the people."" ",male,english,NIC@gmail.com
NICHOLAS ,"Anglicized form of Irish Gaelic Aonghus, meaning ""excellent valor."" or Anglicized form of Irish Gaelic Aonghus, meaning ""excellent valor.""",male,english,NICHOLAS @gmail.com
NICK," Short form of English Nicholas/Nickolas, meaning ""victor of the people.""",male,english,NICK@gmail.com
NICKOLAS," Variant spelling of English Nicholas, meaning ""victor of the people.""",male,english,NICKOLAS@gmail.com
NICKY," Unisex pet form of English Nichole and Nicholas, meaning ""victor of the people.""",male,english,NICKY@gmail.com
NIDHOGG," Anglicized form of Old Norse Níðhöggr, meaning ""dreaded striker."" In mythology, this is the name of a dragon or serpent who gnaws at the roots of the world tree Yggdrasill.",male,english,NIDHOGG@gmail.com
NIEL," Variant spelling of English Neil, meaning ""champion."" Compare with another form of Niel.",male,english,NIEL@gmail.com
NIGEL," Middle English form of Latin Nigellus, meaning ""champion.""",male,english,NIGEL@gmail.com
NILES," English patronymic surname transferred to forename use, meaning ""son of Neal.""",male,english,NILES@gmail.com
NIMBUS," Modern English name derived from the vocabulary word, nimbus, originally meaning ""bright cloud surrounding a god,"" from Latin nimbus ""cloud."" It may also be related to nebula ""cloud, mist."" ",male,english,NIMBUS@gmail.com
NIMROD," Anglicized form of Hebrew Nimrowd, meaning ""rebel."" In the bible, this is the name of a great-grandson of Noah who was a renowned hunter.",male,english,NIMROD@gmail.com
NIVEK," Modern English name created by spelling Kevin (""little comely one"") backwards.",male,english,NIVEK@gmail.com
NIVEN," Anglicized form of Irish Naomhán, meaning either ""little saint.""",male,english,NIVEN@gmail.com
NOAH," Anglicized form of Greek Noe (Hebrew Noach), meaning ""rest."" In the bible, this is the name of the last antediluvian patriarch, the main character of the flood story. Compare with feminine Noah.",male,english,NOAH@gmail.com
NOBLE," English name derived from the vocabulary word, from Latin nobilis, meaning ""noble.""",male,english,NOBLE@gmail.com
NOEL," English form of French Noël, meaning ""day of birth.""",male,english,NOEL@gmail.com
NOGAH," Anglicized form of Hebrew Nogahh, meaning ""shining splendor,"" as of the fire or the sun. In the bible, this is the name of a son of King David.  ",male,english,NOGAH@gmail.com
NOLAN," Irish surname transferred to forename use, from an Anglicized form of Ó Nualláin ""descendant of Nuallán,"" hence ""little champion"" or ""little chariot fighter.""",male,english,NOLAN@gmail.com
NOLAND," Variant spelling of English Nolan, meaning ""little champion"" or ""little chariot fighter.""",male,english,NOLAND@gmail.com
NOLL," Medieval pet form of English Oliver, probably meaning ""elf army.""",male,english,NOLL@gmail.com
NORM," Short form of English Norman, meaning ""northman.""",male,english,NORM@gmail.com
NORMAN," English form of Teutonic Nordemann, meaning ""northman.""",male,english,NORMAN@gmail.com
NORMAND," English form of Norwegian Normund, meaning ""north protection.""",male,english,NORMAND@gmail.com
NORRIE," Pet form of English Norman, meaning ""northman.""",male,english,NORRIE@gmail.com
NORRIS," English surname transferred to forename use, from the Old Norman French word norreis, meaning ""from the north.""",male,english,NORRIS@gmail.com
NORTON," English surname transferred to forename use, from the name of numerous places composed of the Old English elements norð ""north"" and tun ""enclosure, settlement,"" hence ""northern settlement.""",male,english,NORTON@gmail.com
NORWOOD," English surname transferred to forename use, from the name of various places composed of the Old English elements norð ""north"" and wudu ""wood,"" hence ""north wood.""",male,english,NORWOOD@gmail.com
NOWELL," Variant spelling of English Noel, meaning ""day of birth.""",male,english,NOWELL@gmail.com
NUN," Anglicized form of Hebrew Nuwn, meaning ""fish."" In the bible, this is the name of the father of Joshua.",male,english,NUN@gmail.com
OBADIAH," Anglicized form of Hebrew Obadyah, meaning ""servant of God."" In the bible, this is the name of many characters, including a minor prophet.",male,english,OBADIAH@gmail.com
OBED," Anglicized form of Hebrew Owbed, meaning ""serving, worshiping."" In the bible, this is the name of several characters, including a son of Ruth. ",male,english,OBED@gmail.com
OBED-EDOM," Anglicized form of Hebrew Obed Edown, meaning ""servant of Edom"" or ""he who serves the Edomites."" In the bible, this is the name of a Levite and a Gittite.",male,english,OBED-EDOM@gmail.com
OBERON," English form of French Auberon, meaning ""elf ruler."" In Shakespeare's ""A Midsummer Night's Dream,"" this was the name of the king of the fairies.",male,english,OBERON@gmail.com
OCEAN," English unisex name derived from the vocabulary word, from Latin oceanus, from Greek okeanos, meaning ""ocean.""",male,english,OCEAN@gmail.com
ODED," Anglicized form of Hebrew Owded, meaning ""restorer."" In the bible, this is the name of the father of Azariah, and the name of a prophet who lived in the time of King Ahaz.",male,english,ODED@gmail.com
ODELL," English surname transferred to forename use, from a place name composed of the Old English elements wad ""woad (a plant yielding blue dye)"" and hyll ""hill,"" hence ""woad hill.""",male,english,ODELL@gmail.com
ODRAN," Anglicized form of Irish Gaelic Odhrán, meaning ""little sallow one."" ",male,english,ODRAN@gmail.com
OFER," Variant spelling of English Ofir, meaning ""gold"" or ""reducing to ashes.""",male,english,OFER@gmail.com
OFIR," Variant spelling of English Ophir, meaning ""gold"" or ""reducing to ashes.""",male,english,OFIR@gmail.com
OGDEN," English habitational surname transferred to forename use, composed of the Old English elements ac ""oak"" and denu ""valley,"" hence ""oak valley.""",male,english,OGDEN@gmail.com
OLI," Short form of English Oliver, probably meaning ""elf army.""",male,english,OLI@gmail.com
OLIVER," English form of French Olivier, probably meaning ""elf army.""",male,english,OLIVER@gmail.com
OLLIE," Unisex pet form of English Oliver and Olivia, both probably meaning ""elf army.""",male,english,OLLIE@gmail.com
OMAR," Anglicized form of Hebrew Owmar, meaning ""eloquent, talkative"" or ""speaker."" In the bible, this is the name of a grandson of Esau. Compare with another form of Omar.",male,english,OMAR@gmail.com
OMEGA (Ωμέγα)," English unisex name derived from the last letter of the Greek alphabet. This name was used occasionally by Victorian parents for a ""last-born child."" ",male,english,OMEGA (Ωμέγα)@gmail.com
OMRI," Anglicized form of Hebrew Omriy, meaning ""pupil of Jehovah"" or ""servant of Jehovah."" In the bible, this is the name of several characters, including a king of Israel.",male,english,OMRI@gmail.com
ON," Anglicized form of Hebrew Own, meaning ""vigor"" or ""wealth."" In the bible, this is the name of a leader of the Korah group.",male,english,ON@gmail.com
ONAM," Anglicized form of Hebrew Ownam, meaning ""vigorous, strong."" In the bible, this is the name of the father of Jada. ",male,english,ONAM@gmail.com
OPHER," Variant spelling of English Ophir, meaning ""gold"" or ""reducing to ashes.""",male,english,OPHER@gmail.com
OPHIR," Anglicized form of Hebrew Owphiyr, meaning ""gold"" or ""reducing to ashes."" In the bible, this is the name for gold and its characteristics, the name of a land or city, and the name of the eleventh son of Joktan.",male,english,OPHIR@gmail.com
ORA," English unisex name derived from Latin orare, meaning ""to pray."" Compare with strictly feminine Ora.",male,english,ORA@gmail.com
ORAN," Anglicized form of Irish Gaelic Odhrán, meaning ""little sallow one."" Compare with another form of Oran.",male,english,ORAN@gmail.com
ORIAN," Anglicized form of Middle Welsh Urien, meaning ""privileged birth.""",male,english,ORIAN@gmail.com
ORMEROD," English surname transferred to forename use, composed of the Old Norse name Ormarr and Old English rod ""clearing,"" hence ""Ormarr's clearing.""",male,english,ORMEROD@gmail.com
ORMOND," Irish surname transferred to forename use, from an Anglicized form of Gaelic Ó Ruaidh, meaning ""descendant of Ruadh.""",male,english,ORMOND@gmail.com
ORMONDE," Variant spelling of English Ormond, meaning ""descendant of Ruadh.""",male,english,ORMONDE@gmail.com
ORRELL," English surname transferred to forename use, composed of the Old English elements ora ""ore"" and hyll ""hill,"" hence ""ore hill.""",male,english,ORRELL@gmail.com
ORRIN," Variant spelling of English Oran, meaning ""little sallow one.""",male,english,ORRIN@gmail.com
ORSON," English surname transferred to forename use, from an old Norman French byname, ourson, a diminutive of ours ""bear,"" hence ""little bear"" or ""bear cub.""",male,english,ORSON@gmail.com
ORVAL," Variant spelling of English Orville, probably meaning ""golden city.""",male,english,ORVAL@gmail.com
ORVILLE," English literary name created by Fanny Burney, author of the 1778 novel Evelina, probably intended to mean ""golden city.""",male,english,ORVILLE@gmail.com
OSBERT," Middle English form of Anglo-Saxon Osbeorht, meaning ""god-bright.""",male,english,OSBERT@gmail.com
OSBORN," Middle English form of Anglo-Saxon Osbeorn, meaning ""divine-bear.""",male,english,OSBORN@gmail.com
OSBOURNE," English surname transferred to forename use, derived from a variant of Osborn, meaning ""divine-bear.""",male,english,OSBOURNE@gmail.com
OSCAR," Middle English form of Anglo-Saxon Osgar, meaning ""god-spear."" Compare with another form of Oscar.",male,english,OSCAR@gmail.com
OSGOOD," English surname transferred to forename use, derived from the Anglo-Saxon personal name Osgod, meaning ""divine Gaut.""",male,english,OSGOOD@gmail.com
OSMAN," Variant spelling of English Osmond, meaning ""divine protection."" Compare with another form of Osman.",male,english,OSMAN@gmail.com
OSMOND," English form of Anglo-Saxon Osmund, meaning ""divine protection."" ",male,english,OSMOND@gmail.com
OSSIAN," Anglicized form of Irish Gaelic Oisín, meaning ""little deer.""",male,english,OSSIAN@gmail.com
OSWALD," Middle English form of Anglo-Saxon Osweald, meaning ""divine power"" or ""divine ruler.""",male,english,OSWALD@gmail.com
OTHELLO," English name created by Shakespeare and thought to probably have been inspired by Italian Thorello (""young bull""), perhaps changing only the first element from Thor- to Otho, hence ""rich youth.""",male,english,OTHELLO@gmail.com
OTHNIEL," Anglicized form of Hebrew Othniyel, meaning ""lion of God."" In the bible, this is the name of the son of Kenaz.",male,english,OTHNIEL@gmail.com
OTIS," English surname transferred to forename use, meaning ""son of Otto.""",male,english,OTIS@gmail.com
OTNIEL," Variant spelling of English Othniel, meaning ""lion of God."" ",male,english,OTNIEL@gmail.com
OTTIS," Variant spelling of English Otis, meaning ""son of Otto.""",male,english,OTTIS@gmail.com
OWEN," Anglicized form of Irish Gaelic Eóghan, meaning ""born of yew."" Compare with another form of Owen.",male,english,OWEN@gmail.com
OZ," English short form of longer names beginning with Os-, meaning ""god."" Compare with another form of Oz.",male,english,OZ@gmail.com
OZZIE," Variant spelling of Middle English Oswald, meaning ""divine power"" or ""divine ruler.""",male,english,OZZIE@gmail.com
OZZY," Variant spelling of Middle English Ozzie, meaning ""divine power"" or ""divine ruler.""",male,english,OZZY@gmail.com
PADDY," Anglicized form of Irish Gaelic Paidí, meaning ""patrician; of noble birth.""",male,english,PADDY@gmail.com
PADEN," Anglicized form of Irish Gaelic Páidín, meaning ""little patrician"" or ""little noble.""",male,english,PADEN@gmail.com
PACE," English surname transferred to forename use, derived from the French personal name Pascal, meaning ""Passover; Easter.""",male,english,PACE@gmail.com
PACEY," Pet form of English Pace, meaning ""Passover; Easter.""",male,english,PACEY@gmail.com
PAGE," English surname transferred to unisex forename use, derived from a status name for a young boy who was apprenticed to a knight, hence ""page; young servant.""",male,english,PAGE@gmail.com
PAHATH-MOAB," Anglicized form of Hebrew Pachath-mowab, meaning ""governor of Moab"" and ""pit of Moab."" In the bible, this is the name of an ancestor of a family of Babylonian exiles, and the name of the father of Hashub. ",male,english,PAHATH-MOAB@gmail.com
PAISE," Short form of English unisex Paisley, meaning ""church."" ",male,english,PAISE@gmail.com
PAISLEY," Scottish surname transferred to unisex forename use, from an Anglicized form of Gaelic Pàislig, possibly derived from Late Latin basilica, meaning ""church.""",male,english,PAISLEY@gmail.com
PALLU," Anglicized form of Hebrew Palluw, meaning ""distinguished."" In the bible, this is the name of the second son of Reuben.",male,english,PALLU@gmail.com
PALMER," English surname transferred to forename use, derived from Latin palma, meaning ""palm tree."" Before it was a surname, Palmer was an old byname for ""a pilgrim,"" someone who had been on a pilgrimage to the Holy Land and brought back a palm branch as proof that they had actually been there.",male,english,PALMER@gmail.com
PALU," Variant spelling of English Pallu, meaning ""distinguished.""",male,english,PALU@gmail.com
PANCRAS," Medieval English name derived from Latin Pancratius, meaning ""all power.""",male,english,PANCRAS@gmail.com
PARIS," Modern English unisex name derived from the French capital city, Paris, from the name of a Gaulish tribe called the Parisii, who once lived on the site. Compare with another form of Paris.",male,english,PARIS@gmail.com
PARKER," English occupational surname transferred to forename use, from Middle English parc ""park,"" hence ""park-keeper."" Note",male,english,PARKER@gmail.com
PARRIS," Variant spelling of English unisex Paris, derived from the name of the French capital city, Paris, from the name of a Gaulish tribe called the Parisii, who once lived on the site. ",male,english,PARRIS@gmail.com
PARRY ,"Variant spelling of English Perry, meaning ""wanderer."" or Variant spelling of English Perry, meaning ""wanderer.""",male,english,PARRY @gmail.com
PAT," English unisex short form of English Patrick and Latin Patricia, meaning ""patrician; of noble birth.""",male,english,PAT@gmail.com
PATRICK," Anglicized form of Irish Gaelic Pádraig, meaning ""patrician; of noble descent."" ",male,english,PATRICK@gmail.com
PATSY," English unisex name meaning ""patrician; of noble birth."" It is a pet form of both English Patrick and Latin Patricia. ",male,english,PATSY@gmail.com
PAUL," English and French form of Latin Paulus, meaning ""small."" In the bible, this is the name of the author of the 14 epistles of the New Testament.",male,english,PAUL@gmail.com
PAULIE," English pet form of English/French Paul, meaning ""small.""",male,english,PAULIE@gmail.com
PAYTON," English surname transferred to unisex forename use, from the name of a place composed of the Old English name Pæga and the word tun ""enclosure, settlement,"" hence ""Pæga's settlement.""",male,english,PAYTON@gmail.com
PEARCE," Variant spelling of English Piers, meaning ""rock, stone.""",male,english,PEARCE@gmail.com
PEERS," Variant spelling of English Piers, meaning ""rock, stone.""",male,english,PEERS@gmail.com
